EXPERIMENTO_ID,CENARIO,REPETICAO,QUERY_ID,EXECUTION_STATUS,WAREHOUSE_SIZE,TOTAL_ELAPSED_TIME,EXECUTION_TIME,BYTES_SCANNED,ROWS_PRODUCED,QUERY_TEXT,PARTITIONS_SCANNED,PARTITIONS_TOTAL
E1,normalizado,12,01bdc835-0001-2f92-0001-f31a0005b23e,SUCCESS,Small,40704,40208,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,13,01bdc836-0001-2f91-0001-f31a0005c272,SUCCESS,Small,43341,42901,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,14,01bdc837-0001-2f92-0001-f31a0005b242,SUCCESS,Small,47995,47404,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,15,01bdc838-0001-2f92-0001-f31a0005b24a,SUCCESS,Small,44164,43615,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,16,01bdc839-0001-2f91-0001-f31a0005c27a,SUCCESS,Small,40194,39580,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,17,01bdc839-0001-2f91-0001-f31a0005c27e,SUCCESS,Small,38509,38103,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,18,01bdc83a-0001-2f90-0001-f31a0005d25a,SUCCESS,Small,42297,41824,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,19,01bdc83b-0001-2f92-0001-f31a0005b25a,SUCCESS,Small,44544,43496,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,20,01bdc83b-0001-2f92-0001-f31a0005b25e,SUCCESS,Small,43523,43045,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,21,01bdc83c-0001-2f91-0001-f31a0005c292,SUCCESS,Small,43409,42950,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,22,01bdc83d-0001-2f92-0001-f31a0005b266,SUCCESS,Small,42580,42018,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,23,01bdc83e-0001-2f92-0001-f31a0005b26a,SUCCESS,Small,43316,42798,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,24,01bdc83f-0001-2f91-0001-f31a0005c29e,SUCCESS,Small,44783,44126,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,25,01bdc83f-0001-2f91-0001-f31a0005c2a6,SUCCESS,Small,38874,38621,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,26,01bdc840-0001-2f92-0001-f31a0005b272,SUCCESS,Small,40904,40336,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,27,01bdc841-0001-2f90-0001-f31a0005d27a,SUCCESS,Small,44388,43893,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,28,01bdc842-0001-2f91-0001-f31a0005c2b2,SUCCESS,Small,43813,43379,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,29,01bdc842-0001-2f92-0001-f31a0005b27a,SUCCESS,Small,49875,49426,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,30,01bdc843-0001-2f91-0001-f31a0005c2ba,SUCCESS,Small,40327,39534,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,31,01bdc844-0001-2f91-0001-f31a0005c2c2,SUCCESS,Small,51179,50739,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,32,01bdc845-0001-2f91-0001-f31a0005c2ca,SUCCESS,Small,40051,39793,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,33,01bdc846-0001-2f91-0001-f31a0005c2d2,SUCCESS,Small,37885,36837,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,34,01bdc846-0001-2f91-0001-f31a0005c2da,SUCCESS,Small,40612,40081,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,35,01bdc847-0001-2f91-0001-f31a0005c2e2,SUCCESS,Small,42784,42273,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,36,01bdc848-0001-2f91-0001-f31a0005c2e6,SUCCESS,Small,42152,41604,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,37,01bdc849-0001-2f90-0001-f31a0005d2a2,SUCCESS,Small,38336,37814,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,38,01bdc849-0001-2f90-0001-f31a0005d2a6,SUCCESS,Small,53113,52681,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,39,01bdc84a-0001-2f91-0001-f31a0005c2f6,SUCCESS,Small,38952,38548,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,40,01bdc84b-0001-2f92-0001-f31a0005b28e,SUCCESS,Small,48095,47440,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,41,01bdc84c-0001-2f90-0001-f31a0005d2b6,SUCCESS,Small,43411,42923,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,42,01bdc84c-0001-2f90-0001-f31a0005d2ba,SUCCESS,Small,41713,41231,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,43,01bdc84d-0001-2f92-0001-f31a0005b29a,SUCCESS,Small,46951,46450,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,44,01bdc84e-0001-2f92-0001-f31a0005b2a2,SUCCESS,Small,46400,45871,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,45,01bdc84f-0001-2f92-0001-f31a0005b2ae,SUCCESS,Small,39215,38797,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,46,01bdc850-0001-2f90-0001-f31a0005d2ce,SUCCESS,Small,39117,38159,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,47,01bdc850-0001-2f92-0001-f31a0005b2b6,SUCCESS,Small,47900,47496,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,48,01bdc851-0001-2f92-0001-f31a0005b2ba,SUCCESS,Small,37194,36765,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,49,01bdc852-0001-2f90-0001-f31a0005d2da,SUCCESS,Small,42775,42364,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,50,01bdc853-0001-2f90-0001-f31a0005d2de,SUCCESS,Small,44455,43998,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,51,01bdc853-0001-2f90-0001-f31a0005d2e2,SUCCESS,Small,39098,38271,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,52,01bdc854-0001-2f92-0001-f31a0005b2c6,SUCCESS,Small,38122,37711,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,53,01bdc855-0001-2f90-0001-f31a0005d2ea,SUCCESS,Small,38176,37694,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,54,01bdc855-0001-2f91-0001-f31a0005c31e,SUCCESS,Small,42289,41832,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,55,01bdc856-0001-2f92-0001-f31a0005b2da,SUCCESS,Small,35421,34945,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,56,01bdc857-0001-2f92-0001-f31a0005b2de,SUCCESS,Small,41043,40567,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,57,01bdc858-0001-2f90-0001-f31a0005d2f6,SUCCESS,Small,38899,38341,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,58,01bdc858-0001-2f92-0001-f31a0005b2e2,SUCCESS,Small,38477,37952,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,59,01bdc859-0001-2f92-0001-f31a0005b2ea,SUCCESS,Small,43670,43230,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E1,normalizado,60,01bdc85a-0001-2f90-0001-f31a0005d302,SUCCESS,Small,43478,42988,1917556224,5297,"SELECT
    m.nm_mun AS cidade,
    COUNT(l.id_face_logradouro) AS quantidade_logradouros
FROM
    normalizado_logradouros AS l
JOIN
    normalizado_municipios AS m ON ST_Contains(m.geometry, l.geometry)
GROUP BY
    m.nm_mun
ORDER BY
    quantidade_logradouros DESC;",212,212
E2,normalizado,1,01bdc85a-0001-2f91-0001-f31a0005c342,SUCCESS,Small,1770,1304,452771520,27,"SELECT
    e.nm_uf AS estado,
    COUNT(m.cd_mun) AS quantidade_cidades
FROM
    normalizado_municipios AS m
JOIN
    normalizado_estados AS e ON ST_Contains(e.geometry, m.geometry)
GROUP BY
    e.nm_uf
ORDER BY
    quantidade_cidades DESC;",48,48
E2,normalizado,2,01bdc85b-0001-2f90-0001-f31a0005d312,SUCCESS,Small,1737,1325,452771520,27,"SELECT
    e.nm_uf AS estado,
    COUNT(m.cd_mun) AS quantidade_cidades
FROM
    normalizado_municipios AS m
JOIN
    normalizado_estados AS e ON ST_Contains(e.geometry, m.geometry)
GROUP BY
    e.nm_uf
ORDER BY
    quantidade_cidades DESC;",48,48
E2,normalizado,3,01bdc85b-0001-2f90-0001-f31a0005d316,SUCCESS,Small,1856,1452,452771520,27,"SELECT
    e.nm_uf AS estado,
    COUNT(m.cd_mun) AS quantidade_cidades
FROM
    normalizado_municipios AS m
JOIN
    normalizado_estados AS e ON ST_Contains(e.geometry, m.geometry)
GROUP BY
    e.nm_uf
ORDER BY
    quantidade_cidades DESC;",48,48
E2,normalizado,4,01bdc85b-0001-2f90-0001-f31a0005d31a,SUCCESS,Small,1945,1460,452771520,27,"SELECT
    e.nm_uf AS estado,
    COUNT(m.cd_mun) AS quantidade_cidades
FROM
    normalizado_municipios AS m
JOIN
    normalizado_estados AS e ON ST_Contains(e.geometry, m.geometry)
GROUP BY
    e.nm_uf
ORDER BY
    quantidade_cidades DESC;",48,48
E2,normalizado,5,01bdc85b-0001-2f90-0001-f31a0005d322,SUCCESS,Small,1803,1380,452771520,27,"SELECT
    e.nm_uf AS estado,
    COUNT(m.cd_mun) AS quantidade_cidades
FROM
    normalizado_municipios AS m
JOIN
    normalizado_estados AS e ON ST_Contains(e.geometry, m.geometry)
GROUP BY
    e.nm_uf
ORDER BY
    quantidade_cidades DESC;",48,48
